date;category;value
2021-09-05;Мебель и предметы интерьера;4.1048083
2021-08-29;Мебель и предметы интерьера;3.3444223
2021-08-22;Мебель и предметы интерьера;2.3911023
2021-08-15;Мебель и предметы интерьера;2.2747746
2021-08-08;Мебель и предметы интерьера;1.1029855
2021-08-01;Мебель и предметы интерьера;0.74265325
2021-07-25;Мебель и предметы интерьера;0.1468283
2021-07-18;Мебель и предметы интерьера;-0.82351524
2021-07-11;Мебель и предметы интерьера;-2.1627028
2021-07-04;Мебель и предметы интерьера;-0.8745859
2021-06-27;Мебель и предметы интерьера;-1.4789227
2021-06-20;Мебель и предметы интерьера;-0.647605
2021-06-13;Мебель и предметы интерьера;-0.10852526
2021-06-06;Мебель и предметы интерьера;-0.47169477
2021-05-30;Мебель и предметы интерьера;-0.13406062
2021-05-23;Мебель и предметы интерьера;-0.8689114
2021-05-16;Мебель и предметы интерьера;-2.5428958
2021-05-09;Мебель и предметы интерьера;-20.729744
2021-05-02;Мебель и предметы интерьера;-1.2831516
2021-04-25;Мебель и предметы интерьера;1.1824288
2021-04-18;Мебель и предметы интерьера;1.0150304
2021-04-11;Мебель и предметы интерьера;-0.30145907
2021-04-04;Мебель и предметы интерьера;0.19789901
2021-03-28;Мебель и предметы интерьера;1.3555018
2021-03-21;Мебель и предметы интерьера;1.466155
2021-03-14;Мебель и предметы интерьера;-1.1441258
2021-03-07;Мебель и предметы интерьера;1.1540562
2021-02-28;Мебель и предметы интерьера;-0.026244672
2021-02-21;Мебель и предметы интерьера;0.81925935
2021-02-14;Мебель и предметы интерьера;-0.14824693
2021-02-07;Мебель и предметы интерьера;-0.64476776
2024-07-14;Мебель и предметы интерьера;-18.996178
2024-07-07;Мебель и предметы интерьера;-18.888361
2024-06-30;Мебель и предметы интерьера;-17.483915
2024-06-23;Мебель и предметы интерьера;-18.323746
2024-06-16;Мебель и предметы интерьера;-18.301048
2024-06-09;Мебель и предметы интерьера;-18.264164
2024-06-02;Мебель и предметы интерьера;-17.997461
2024-05-26;Мебель и предметы интерьера;-19.299765
2024-05-19;Мебель и предметы интерьера;-18.79757
2024-05-12;Мебель и предметы интерьера;-20.463041
2024-05-05;Мебель и предметы интерьера;-23.1783
2024-04-28;Мебель и предметы интерьера;-16.4852
2024-04-21;Мебель и предметы интерьера;-17.029955
2024-04-14;Мебель и предметы интерьера;-17.773317
2024-04-07;Мебель и предметы интерьера;-17.637129
2024-03-31;Мебель и предметы интерьера;-16.967535
2024-03-24;Мебель и предметы интерьера;-15.588625
2024-03-17;Мебель и предметы интерьера;-15.931934
2024-03-10;Мебель и предметы интерьера;-17.064001
2024-03-03;Мебель и предметы интерьера;-14.161483
2024-02-25;Мебель и предметы интерьера;-15.80142
2024-02-18;Мебель и предметы интерьера;-15.529043
2024-02-11;Мебель и предметы интерьера;-16.351849
2024-02-04;Мебель и предметы интерьера;-15.083592
2024-01-28;Мебель и предметы интерьера;-16.167427
2024-01-21;Мебель и предметы интерьера;-17.279633
2024-01-14;Мебель и предметы интерьера;-18.162022
2024-01-07;Мебель и предметы интерьера;-33.486073
2023-12-31;Мебель и предметы интерьера;-8.387655
2023-12-24;Мебель и предметы интерьера;-7.173307
2024-08-18;Медицинские услуги;34.47102
2024-08-11;Медицинские услуги;34.967335
2024-08-04;Медицинские услуги;34.91088
2024-07-28;Медицинские услуги;33.16084
2024-07-21;Медицинские услуги;34.511005
2024-07-14;Медицинские услуги;33.93001
2024-07-07;Медицинские услуги;35.0379
2024-06-30;Медицинские услуги;36.14579
2024-06-23;Медицинские услуги;36.40218
2024-06-16;Медицинские услуги;35.38132
2024-06-09;Медицинские услуги;37.037277
2024-06-02;Медицинские услуги;37.16665
2024-05-26;Медицинские услуги;36.44217
2024-05-19;Медицинские услуги;36.726784
2024-05-12;Медицинские услуги;30.218225
2024-05-05;Медицинские услуги;24.328299
2024-04-28;Медицинские услуги;38.34275
2024-04-21;Медицинские услуги;37.293667
2024-04-14;Медицинские услуги;37.16665
2024-04-07;Медицинские услуги;36.406883
2024-03-31;Медицинские услуги;36.69856
2024-03-24;Медицинские услуги;38.14046
2024-03-17;Медицинские услуги;37.973454
2024-03-10;Медицинские услуги;33.915897
2024-03-03;Медицинские услуги;37.95699
2024-02-25;Медицинские услуги;35.106113
2024-02-18;Медицинские услуги;37.270145
2024-02-11;Медицинские услуги;37.063152
2024-02-04;Медицинские услуги;36.512733
2024-01-28;Медицинские услуги;35.990543
2024-01-21;Медицинские услуги;34.934402
2024-01-14;Медицинские услуги;31.44608
2024-01-07;Медицинские услуги;-15.638065
2023-12-31;Медицинские услуги;29.888918
2023-12-24;Медицинские услуги;35.675346
2023-12-17;Медицинские услуги;35.477764
2023-12-10;Медицинские услуги;35.609486
2023-12-03;Медицинские услуги;35.715336
2023-11-26;Медицинские услуги;36.225765
2023-11-19;Медицинские услуги;36.409237
2023-11-12;Медицинские услуги;34.600388
2023-11-05;Медицинские услуги;34.160526
2023-10-29;Медицинские услуги;34.69683
2023-10-22;Медицинские услуги;34.75093
2023-10-15;Медицинские услуги;34.09231
2023-10-08;Медицинские услуги;33.657154
2023-10-01;Медицинские услуги;32.944435
2023-09-24;Медицинские услуги;32.78213
2023-09-17;Медицинские услуги;31.822432
2023-09-10;Медицинские услуги;31.664833
2023-09-03;Медицинские услуги;30.305258
2023-08-27;Медицинские услуги;30.521662
2023-08-20;Медицинские услуги;30.2982
2023-08-13;Медицинские услуги;29.392601
2023-08-06;Медицинские услуги;29.326738
2023-07-30;Медицинские услуги;29.251469
2023-07-23;Медицинские услуги;29.145618
2023-07-16;Медицинские услуги;29.834816
2023-07-09;Медицинские услуги;29.827759
2023-07-02;Медицинские услуги;30.272327
2023-06-25;Медицинские услуги;31.349638
2023-06-18;Медицинские услуги;29.985357
2023-06-11;Медицинские услуги;31.257902
2023-06-04;Медицинские услуги;31.090895
2023-05-28;Медицинские услуги;31.723639
2023-05-21;Медицинские услуги;33.06675
2023-05-14;Медицинские услуги;27.887188
2023-05-07;Медицинские услуги;27.929527
2023-04-30;Медицинские услуги;32.250534
2023-04-23;Медицинские услуги;32.805656
2023-04-16;Медицинские услуги;32.3211
2023-04-09;Медицинские услуги;32.817417
2023-04-02;Медицинские услуги;31.86477
2023-03-26;Медицинские услуги;32.250534
2023-03-19;Медицинские услуги;32.06236
2023-03-12;Медицинские услуги;28.171804
2023-03-05;Медицинские услуги;31.260254
2023-02-26;Медицинские услуги;26.852217
2023-02-19;Медицинские услуги;30.302906
2023-02-12;Медицинские услуги;29.470224
2023-02-05;Медицинские услуги;28.959795
2023-01-29;Медицинские услуги;28.684587
2023-01-22;Медицинские услуги;27.677841
2023-01-15;Медицинские услуги;25.629068
2023-01-08;Медицинские услуги;-15.682757
2023-01-01;Медицинские услуги;19.849693
2022-12-25;Медицинские услуги;26.854568
2022-12-18;Медицинские услуги;27.35794
2022-12-11;Медицинские услуги;27.508482
2022-12-04;Медицинские услуги;26.708733
2022-11-27;Медицинские услуги;26.840456
2022-11-20;Медицинские услуги;27.245035
2022-11-13;Медицинские услуги;26.78165
2022-11-06;Медицинские услуги;24.161291
2022-10-30;Медицинские услуги;25.805485
2022-10-23;Медицинские услуги;26.012478
2022-10-16;Медицинские услуги;25.749031
2022-10-09;Медицинские услуги;24.582336
2022-10-02;Медицинские услуги;23.415642
2022-09-25;Медицинские услуги;23.469742
2022-09-18;Медицинские услуги;23.081627
2022-09-11;Медицинские услуги;22.112518
2022-09-04;Медицинские услуги;21.397448
2022-08-28;Медицинские услуги;21.583271
2022-08-21;Медицинские услуги;21.244553
2022-08-14;Медицинские услуги;20.456564
2022-08-07;Медицинские услуги;19.593304
2022-07-31;Медицинские услуги;19.320448
2022-07-24;Медицинские услуги;19.459227
2022-07-17;Медицинские услуги;19.614473
2022-07-10;Медицинские услуги;19.534498
2022-07-03;Медицинские услуги;20.430689
2022-06-26;Медицинские услуги;20.903482
2022-06-19;Медицинские услуги;19.840284
2022-06-12;Медицинские услуги;20.56947
2022-06-05;Медицинские услуги;20.418928
2022-05-29;Медицинские услуги;20.680023
2022-05-22;Медицинские услуги;20.625923
2022-05-15;Медицинские услуги;16.220238
2022-05-08;Медицинские услуги;13.388179
2022-05-01;Медицинские услуги;19.701506
2022-04-24;Медицинские услуги;19.943783
2022-04-17;Медицинские услуги;20.03787
2022-04-10;Медицинские услуги;19.428648
2022-04-03;Медицинские услуги;18.398382
2022-03-27;Медицинские услуги;19.000547
2022-03-20;Медицинские услуги;17.603336
2022-03-13;Медицинские услуги;12.9671335
2022-03-06;Медицинские услуги;17.325775
2022-02-27;Медицинские услуги;16.220238
2022-02-20;Медицинские услуги;17.283436
2022-02-13;Медицинские услуги;15.996778
2022-02-06;Медицинские услуги;15.213492
2022-01-30;Медицинские услуги;15.787431
2022-01-23;Медицинские услуги;15.7545
2022-01-16;Медицинские услуги;14.528999
2022-01-09;Медицинские услуги;-18.35016
2022-01-02;Медицинские услуги;4.7249975
2021-12-26;Медицинские услуги;14.670133
2021-12-19;Медицинские услуги;15.044133
2021-12-12;Медицинские услуги;14.359641
2021-12-05;Медицинские услуги;13.84686
2021-11-28;Медицинские услуги;14.131476
2021-11-21;Медицинские услуги;13.576356
2021-11-14;Медицинские услуги;12.350855
2021-11-07;Медицинские услуги;2.6621113
2021-10-31;Медицинские услуги;11.8310175
2021-10-24;Медицинские услуги;12.150918
2021-10-17;Медицинские услуги;11.816904
2021-10-10;Медицинские услуги;10.56553
2021-10-03;Медицинские услуги;9.742257
2021-09-26;Медицинские услуги;9.485867
2021-09-19;Медицинские услуги;9.307098
2021-09-12;Медицинские услуги;8.394442
2021-09-05;Медицинские услуги;7.303017
2021-08-29;Медицинские услуги;7.0654445
2021-08-22;Медицинские услуги;6.5432544
2021-08-15;Медицинские услуги;5.6517673
2021-08-08;Медицинские услуги;5.1413383
2021-08-01;Медицинские услуги;4.4521413
2021-07-25;Медицинские услуги;4.346292
2021-07-18;Медицинские услуги;4.3768706
2021-07-11;Медицинские услуги;4.355701
2021-07-04;Медицинские услуги;4.800268
2021-06-27;Медицинские услуги;5.035489
2021-06-20;Медицинские услуги;4.087549
2021-06-13;Медицинские услуги;4.7602806
2021-06-06;Медицинские услуги;4.5321164
2021-05-30;Медицинские услуги;4.732054
2021-05-23;Медицинские услуги;4.6120915
2021-05-16;Медицинские услуги;2.749143
2021-05-09;Медицинские услуги;-37.19605
2021-05-02;Медицинские услуги;3.4148178
2021-04-25;Медицинские услуги;4.5321164
2021-04-18;Медицинские услуги;4.4639025
2021-04-11;Медицинские услуги;3.7488313
2021-04-04;Медицинские услуги;3.6970828
2021-03-28;Медицинские услуги;3.21488
2021-03-21;Медицинские услуги;3.045521
2021-03-14;Медицинские услуги;0.14760104
2021-03-07;Медицинские услуги;1.504825
2021-02-28;Медицинские услуги;-1.2660758
2021-02-21;Медицинские услуги;1.0955408
2021-02-14;Медицинские услуги;0.43927482
2021-02-07;Медицинские услуги;-0.26873976
2025-07-06;Медицинские услуги;45.601665
2025-06-29;Медицинские услуги;45.218254
2025-06-22;Медицинские услуги;45.850998
2025-06-15;Медицинские услуги;42.604954
2025-06-08;Медицинские услуги;46.975353
2025-06-01;Медицинские услуги;46.304974
2025-05-25;Медицинские услуги;47.485783
2025-05-18;Медицинские услуги;47.54459
2025-05-11;Медицинские услуги;38.792023
2025-05-04;Медицинские услуги;39.86463
2025-04-27;Медицинские услуги;46.220295
2025-04-20;Медицинские услуги;45.04184
2025-04-13;Медицинские услуги;44.82779
2025-04-06;Медицинские услуги;43.482327
2025-03-30;Медицинские услуги;44.66784
2025-03-23;Медицинские услуги;45.2653
2025-03-16;Медицинские услуги;45.046543
2025-03-09;Медицинские услуги;42.734325
2025-03-02;Медицинские услуги;45.067715
2025-02-23;Медицинские услуги;43.696377
2025-02-16;Медицинские услуги;44.57375
2025-02-09;Медицинские услуги;42.920147
2025-02-02;Медицинские услуги;43.185947
2025-01-26;Медицинские услуги;43.150665
2025-01-19;Медицинские услуги;42.11099
2025-01-12;Медицинские услуги;29.705444
2025-01-05;Медицинские услуги;-12.74485
2024-12-29;Медицинские услуги;40.542065
2024-12-22;Медицинские услуги;41.457077
2024-12-15;Медицинские услуги;42.600246
2024-12-08;Медицинские услуги;41.602913
2024-12-01;Медицинские услуги;42.447353
2024-11-24;Медицинские услуги;42.40031
2024-11-17;Медицинские услуги;40.819626
2024-11-10;Медицинские услуги;39.516502
2024-11-03;Медицинские услуги;40.69496
2024-10-27;Медицинские услуги;41.78403
2024-10-20;Медицинские услуги;41.47354
2024-10-13;Медицинские услуги;39.33068
2024-10-06;Медицинские услуги;39.26717
2024-09-29;Медицинские услуги;38.255722
2024-09-22;Медицинские услуги;37.987568
2024-09-15;Медицинские услуги;38.61796
2024-09-08;Медицинские услуги;36.24223
2024-09-01;Медицинские услуги;37.472435
2024-08-25;Медицинские услуги;36.32456
2025-01-05;Одежда, обувь и аксессуары;-10.7306795
2024-12-29;Одежда, обувь и аксессуары;0.24475022
2024-12-22;Одежда, обувь и аксессуары;-4.059413
2024-12-15;Одежда, обувь и аксессуары;-2.1582518
2024-12-08;Одежда, обувь и аксессуары;-5.9515996
2024-12-01;Одежда, обувь и аксессуары;-3.2516813
2024-11-24;Одежда, обувь и аксессуары;-3.388547
2024-11-17;Одежда, обувь и аксессуары;-4.389237
2024-11-10;Одежда, обувь и аксессуары;-3.568043
2024-11-03;Одежда, обувь и аксессуары;-5.454994
2024-10-27;Одежда, обувь и аксессуары;-2.2128487
2024-10-20;Одежда, обувь и аксессуары;0.23128802
2024-10-13;Одежда, обувь и аксессуары;-3.255421
2024-10-06;Одежда, обувь и аксессуары;-4.119993
2024-09-29;Одежда, обувь и аксессуары;-4.304724
2024-09-22;Одежда, обувь и аксессуары;-4.7945986
2024-09-15;Одежда, обувь и аксессуары;-2.4506807
2024-09-08;Одежда, обувь и аксессуары;-3.8096147
2024-09-01;Одежда, обувь и аксессуары;1.5101967
2024-08-25;Одежда, обувь и аксессуары;-1.396142
2024-08-18;Одежда, обувь и аксессуары;-3.7774549
2024-08-11;Одежда, обувь и аксессуары;-3.2599082
2024-08-04;Одежда, обувь и аксессуары;-4.143178
2024-07-28;Одежда, обувь и аксессуары;-6.844592
2024-07-21;Одежда, обувь и аксессуары;-3.8103626
2024-07-14;Одежда, обувь и аксессуары;-5.8124905
2024-07-07;Одежда, обувь и аксессуары;-3.2883284
2024-06-30;Одежда, обувь и аксессуары;-2.612227
2024-06-23;Одежда, обувь и аксессуары;-2.0348485
2024-06-16;Одежда, обувь и аксессуары;-0.11723329
2024-06-09;Одежда, обувь и аксессуары;-0.57719165
2024-06-02;Одежда, обувь и аксессуары;-1.2929318
2024-05-26;Одежда, обувь и аксессуары;-3.1514628
2024-05-19;Одежда, обувь и аксессуары;-5.807255
2024-05-12;Одежда, обувь и аксессуары;-5.4968767
2024-05-05;Одежда, обувь и аксессуары;-9.41288
2024-04-28;Одежда, обувь и аксессуары;-2.3930924
2024-04-21;Одежда, обувь и аксессуары;-4.381758
2024-04-14;Одежда, обувь и аксессуары;-4.0369763
2024-04-07;Одежда, обувь и аксессуары;-4.8469515
2024-03-31;Одежда, обувь и аксессуары;-4.8678927
2024-03-24;Одежда, обувь и аксессуары;-2.3773866
2024-03-17;Одежда, обувь и аксессуары;-2.9988914
2024-03-10;Одежда, обувь и аксессуары;-1.3931503
2024-03-03;Одежда, обувь и аксессуары;-2.1956468
2024-02-25;Одежда, обувь и аксессуары;-3.2763622
2024-02-18;Одежда, обувь и аксессуары;-5.8887763
2024-02-11;Одежда, обувь и аксессуары;-7.269399
2024-02-04;Одежда, обувь и аксессуары;-7.0779366
2024-01-28;Одежда, обувь и аксессуары;-7.94924
2024-01-21;Одежда, обувь и аксессуары;-8.371803
2024-01-14;Одежда, обувь и аксессуары;-7.9140887
2024-01-07;Одежда, обувь и аксессуары;-14.614523
2023-12-31;Одежда, обувь и аксессуары;3.7262237
2023-12-24;Одежда, обувь и аксессуары;2.6843994
2023-12-17;Одежда, обувь и аксессуары;0.9634819
2023-12-10;Одежда, обувь и аксессуары;0.42499405
2023-12-03;Одежда, обувь и аксессуары;0.5633555
2023-11-26;Одежда, обувь и аксессуары;2.7442315
2023-11-19;Одежда, обувь и аксессуары;1.9379953
2023-11-12;Одежда, обувь и аксессуары;1.3680958
2023-11-05;Одежда, обувь и аксессуары;2.7375002
2023-10-29;Одежда, обувь и аксессуары;3.0740552
2023-10-22;Одежда, обувь и аксессуары;3.4053748
2023-10-15;Одежда, обувь и аксессуары;4.060535
2023-10-08;Одежда, обувь и аксессуары;3.1241643
2023-10-01;Одежда, обувь и аксессуары;1.9140626
2023-09-24;Одежда, обувь и аксессуары;1.7128775
2023-09-17;Одежда, обувь и аксессуары;2.6470044
2023-09-10;Одежда, обувь и аксессуары;2.7958364
2023-09-03;Одежда, обувь и аксессуары;5.4665866
2023-08-27;Одежда, обувь и аксессуары;5.0791745
2023-08-20;Одежда, обувь и аксессуары;3.785308
2023-08-13;Одежда, обувь и аксессуары;2.5669792
2023-08-06;Одежда, обувь и аксессуары;1.537869
2023-07-30;Одежда, обувь и аксессуары;0.6486161
2023-07-23;Одежда, обувь и аксессуары;0.940297
2023-07-16;Одежда, обувь и аксессуары;1.4989781
2023-07-09;Одежда, обувь и аксессуары;1.8863903
2023-07-02;Одежда, обувь и аксессуары;1.6463145
2023-06-25;Одежда, обувь и аксессуары;2.2296762
2023-06-18;Одежда, обувь и аксессуары;3.0246937
2023-06-11;Одежда, обувь и аксессуары;2.6986094
2023-06-04;Одежда, обувь и аксессуары;2.8833408
2023-05-28;Одежда, обувь и аксессуары;3.8414004
2023-05-21;Одежда, обувь и аксессуары;4.495813
2023-05-14;Одежда, обувь и аксессуары;0.7525742
2023-05-07;Одежда, обувь и аксессуары;1.7278355
2023-04-30;Одежда, обувь и аксессуары;2.6986094
2023-04-23;Одежда, обувь и аксессуары;2.4914412
2023-04-16;Одежда, обувь и аксессуары;-0.0933005
2023-04-09;Одежда, обувь и аксессуары;2.0845838
2023-04-02;Одежда, обувь и аксессуары;1.3277091
2023-03-26;Одежда, обувь и аксессуары;2.7666683
2023-03-19;Одежда, обувь и аксессуары;2.188542
2023-03-12;Одежда, обувь и аксессуары;1.4526083
2023-03-05;Одежда, обувь и аксессуары;1.6336001
2023-02-26;Одежда, обувь и аксессуары;0.12359044
2023-02-19;Одежда, обувь и аксессуары;-0.7581834
2023-02-12;Одежда, обувь и аксессуары;-3.0647063
2023-02-05;Одежда, обувь и аксессуары;-3.5269084
2023-01-29;Одежда, обувь и аксессуары;-4.017531
2023-01-22;Одежда, обувь и аксессуары;-4.3032284
2023-01-15;Одежда, обувь и аксессуары;-4.172346
2023-01-08;Одежда, обувь и аксессуары;-6.2387934
2023-01-01;Одежда, обувь и аксессуары;3.3567612
2022-12-25;Одежда, обувь и аксессуары;4.3103337
2022-12-18;Одежда, обувь и аксессуары;2.775643
2022-12-11;Одежда, обувь и аксессуары;1.8863903
2022-12-04;Одежда, обувь и аксессуары;2.4233823
2022-11-27;Одежда, обувь и аксессуары;3.1600637
2022-11-20;Одежда, обувь и аксессуары;4.441216
2022-11-13;Одежда, обувь и аксессуары;2.8466935
2022-11-06;Одежда, обувь и аксессуары;3.6439548
2022-10-30;Одежда, обувь и аксессуары;2.6380296
2022-10-23;Одежда, обувь и аксессуары;2.9820635
2022-10-16;Одежда, обувь и аксессуары;2.7980802
2022-10-09;Одежда, обувь и аксессуары;1.4047428
2022-10-02;Одежда, обувь и аксессуары;1.4114739
2022-09-25;Одежда, обувь и аксессуары;1.4645748
2022-09-18;Одежда, обувь и аксессуары;3.5744002
2022-09-11;Одежда, обувь и аксессуары;3.716501
2022-09-04;Одежда, обувь и аксессуары;4.987183
2022-08-28;Одежда, обувь и аксессуары;4.231056
2022-08-21;Одежда, обувь и аксессуары;4.3230476
2022-08-14;Одежда, обувь и аксессуары;2.881845
2022-08-07;Одежда, обувь и аксессуары;1.1452216
2022-07-31;Одежда, обувь и аксессуары;0.3599268
2022-07-24;Одежда, обувь и аксессуары;1.1257762
2022-07-17;Одежда, обувь и аксессуары;1.611911
2022-07-10;Одежда, обувь и аксессуары;1.1983224
2022-07-03;Одежда, обувь и аксессуары;1.7682221
2022-06-26;Одежда, обувь и аксессуары;2.9805677
2022-06-19;Одежда, обувь и аксессуары;3.8608458
2022-06-12;Одежда, обувь и аксессуары;2.7202985
2022-06-05;Одежда, обувь и аксессуары;2.4749875
2022-05-29;Одежда, обувь и аксессуары;1.1654148
2022-05-22;Одежда, обувь и аксессуары;1.499726
2022-05-15;Одежда, обувь и аксессуары;-0.5667211
2022-05-08;Одежда, обувь и аксессуары;-1.0139651
2022-05-01;Одежда, обувь и аксессуары;0.9657256
2022-04-24;Одежда, обувь и аксессуары;-0.8666289
2022-04-17;Одежда, обувь и аксессуары;1.2873225
2022-04-10;Одежда, обувь и аксессуары;-0.13069549
2022-04-03;Одежда, обувь и аксессуары;-1.0655702
2022-03-27;Одежда, обувь и аксессуары;0.6351539
2022-03-20;Одежда, обувь и аксессуары;0.49155715
2022-03-13;Одежда, обувь и аксессуары;0.18641403
2022-03-06;Одежда, обувь и аксессуары;2.0225081
2022-02-27;Одежда, обувь и аксессуары;2.8706264
2022-02-20;Одежда, обувь и аксессуары;1.5610539
2022-02-13;Одежда, обувь и аксессуары;-1.9937139
2022-02-06;Одежда, обувь и аксессуары;-4.7437415
2022-01-30;Одежда, обувь и аксессуары;-3.4670765
2022-01-23;Одежда, обувь и аксессуары;-1.768596
2022-01-16;Одежда, обувь и аксессуары;-1.2719905
2022-01-09;Одежда, обувь и аксессуары;-2.6473784
2022-01-02;Одежда, обувь и аксессуары;4.5167537
2021-12-26;Одежда, обувь и аксессуары;8.290656
2021-12-19;Одежда, обувь и аксессуары;7.2488317
2021-12-12;Одежда, обувь и аксессуары;5.443402
2021-12-05;Одежда, обувь и аксессуары;3.9176862
2021-11-28;Одежда, обувь и аксессуары;5.497998
2021-11-21;Одежда, обувь и аксессуары;6.0940747
2021-11-14;Одежда, обувь и аксессуары;3.984249
2021-11-07;Одежда, обувь и аксессуары;-31.280722
2021-10-31;Одежда, обувь и аксессуары;-0.31692255
2021-10-24;Одежда, обувь и аксессуары;6.0260158
2021-10-17;Одежда, обувь и аксессуары;6.3565874
2021-10-10;Одежда, обувь и аксессуары;6.123243
2021-10-03;Одежда, обувь и аксессуары;6.8868484
2021-09-26;Одежда, обувь и аксессуары;7.896513
2021-09-19;Одежда, обувь и аксессуары;8.399102
2021-09-12;Одежда, обувь и аксессуары;7.944379
2021-09-05;Одежда, обувь и аксессуары;9.101379
2021-08-29;Одежда, обувь и аксессуары;8.13285
2021-08-22;Одежда, обувь и аксессуары;6.734277
2021-08-15;Одежда, обувь и аксессуары;6.508411
2021-08-08;Одежда, обувь и аксессуары;5.02383
2021-08-01;Одежда, обувь и аксессуары;2.5019119
2021-07-25;Одежда, обувь и аксессуары;3.0411475
2021-07-18;Одежда, обувь и аксессуары;3.5295262
2021-07-11;Одежда, обувь и аксессуары;2.1144998
2021-07-04;Одежда, обувь и аксессуары;2.670937
2021-06-27;Одежда, обувь и аксессуары;4.6154766
2021-06-20;Одежда, обувь и аксессуары;5.6834774
2021-06-13;Одежда, обувь и аксессуары;5.756024
2021-06-06;Одежда, обувь и аксессуары;4.84583
2021-05-30;Одежда, обувь и аксессуары;5.8023934
2021-05-23;Одежда, обувь и аксессуары;7.0947647
2021-05-16;Одежда, обувь и аксессуары;6.267587
2021-05-09;Одежда, обувь и аксессуары;-19.856552
2021-05-02;Одежда, обувь и аксессуары;1.866197
2021-04-25;Одежда, обувь и аксессуары;3.985745
2021-04-18;Одежда, обувь и аксессуары;6.0477047
2021-04-11;Одежда, обувь и аксессуары;4.548166
2021-04-04;Одежда, обувь и аксессуары;4.1480393
2021-03-28;Одежда, обувь и аксессуары;4.9280987
2021-03-21;Одежда, обувь и аксессуары;3.508585
2021-03-14;Одежда, обувь и аксессуары;1.1025913
2021-03-07;Одежда, обувь и аксессуары;4.3252916
2021-02-28;Одежда, обувь и аксессуары;1.4211966
2021-02-21;Одежда, обувь и аксессуары;1.4279277
2021-02-14;Одежда, обувь и аксессуары;-0.68937665
2021-02-07;Одежда, обувь и аксессуары;-2.1597476
2025-07-06;Одежда, обувь и аксессуары;-5.15733
2025-06-29;Одежда, обувь и аксессуары;-6.605264
2025-06-22;Одежда, обувь и аксессуары;-6.2043896
2025-06-15;Одежда, обувь и аксессуары;-2.358689
2025-06-08;Одежда, обувь и аксессуары;-2.298109
2025-06-01;Одежда, обувь и аксессуары;-4.778893
2025-05-25;Одежда, обувь и аксессуары;-2.8545465
2025-05-18;Одежда, обувь и аксессуары;-4.70859
2025-05-11;Одежда, обувь и аксессуары;-7.681492
2025-05-04;Одежда, обувь и аксессуары;-6.8333735
2025-04-27;Одежда, обувь и аксессуары;-4.0960603
2025-04-20;Одежда, обувь и аксессуары;-6.398844
2025-04-13;Одежда, обувь и аксессуары;-7.768248
2025-04-06;Одежда, обувь и аксессуары;-8.954417
2025-03-30;Одежда, обувь и аксессуары;-5.745179
2025-03-23;Одежда, обувь и аксессуары;-5.8394146
2025-03-16;Одежда, обувь и аксессуары;-5.253809
2025-03-09;Одежда, обувь и аксессуары;-7.9918704
2025-03-02;Одежда, обувь и аксессуары;-8.911787
2025-02-23;Одежда, обувь и аксессуары;-10.204158
2025-02-16;Одежда, обувь и аксессуары;-9.166073
2025-02-09;Одежда, обувь и аксессуары;-13.69685
2025-02-02;Одежда, обувь и аксессуары;-11.537663
2025-01-26;Одежда, обувь и аксессуары;-11.355924
2025-01-19;Одежда, обувь и аксессуары;-11.340218
2025-01-12;Одежда, обувь и аксессуары;-13.699094
2025-06-08;Развлечения;158.43811
2025-06-01;Развлечения;150.73817
2025-05-25;Развлечения;153.30481
2025-05-18;Развлечения;151.55199
2025-05-11;Развлечения;144.93713
2025-05-04;Развлечения;143.28865
2025-04-27;Развлечения;135.69304
2025-04-20;Развлечения;128.05571
2025-04-13;Развлечения;123.81971
2025-04-06;Развлечения;114.01221
2025-03-30;Развлечения;120.64792
2025-03-23;Развлечения;115.97371
2025-03-16;Развлечения;112.84365
2025-03-09;Развлечения;106.98002
2025-03-02;Развлечения;116.30758
2025-02-23;Развлечения;109.08759
2025-02-16;Развлечения;111.4247
2025-02-09;Развлечения;101.784134
2025-02-02;Развлечения;106.56268
2025-01-26;Развлечения;105.8532
2025-01-19;Развлечения;99.7809
2025-01-12;Развлечения;103.9543
2025-01-05;Развлечения;107.35563
2024-12-29;Развлечения;102.597946
2024-12-22;Развлечения;96.629974
2024-12-15;Развлечения;101.09552
2024-12-08;Развлечения;95.9831
2024-12-01;Развлечения;100.44864
2024-11-24;Развлечения;103.28656
2024-11-17;Развлечения;96.296104
2024-11-10;Развлечения;97.92373
2024-11-03;Развлечения;103.098755
2024-10-27;Развлечения;108.73285
2024-10-20;Развлечения;106.37488
2024-10-13;Развлечения;104.32991
2024-10-06;Развлечения;108.753716
2024-09-29;Развлечения;112.697586
2024-09-22;Развлечения;115.57723
2024-09-15;Развлечения;122.27555
2024-09-08;Развлечения;116.97533
2024-09-01;Развлечения;122.77636
2024-08-25;Развлечения;119.60457
2024-08-18;Развлечения;106.64615
2024-08-11;Развлечения;109.00412
2024-08-04;Развлечения;106.98002
2024-07-28;Развлечения;100.78252
2024-07-21;Развлечения;105.185455
2024-07-14;Развлечения;101.49199
2024-07-07;Развлечения;103.14049
2024-06-30;Развлечения;108.816315
2024-06-23;Развлечения;109.588394
2024-06-16;Развлечения;110.31874
2024-06-09;Развлечения;108.19031
2024-06-02;Развлечения;108.29464
2024-05-26;Развлечения;101.65893
2024-05-19;Развлечения;98.80015
